transaction_id,timestamp,store_id,city,country,store_type,product_category,product_name,unit_price,quantity,discount_applied,payment_method,customer_id,customer_age_group,customer_gender,loyalty_member,weather_condition,temperature_c,holiday_name,total_amount
11305,24-01-2023 05:24,9,Los Angeles,USA,Mall Kiosk,Tea,Large Green Tea,3.04,1,FALSE,Credit Card,dn1th1xj,25-34,Female,FALSE,Rainy,18.8,,3.04
11306,24-01-2023 05:46,11,Chicago,USA,Standalone,Pastry,Chocolate Chip Cookie,1.9,4,FALSE,Debit Card,v4kfq5dz,55-64,Female,FALSE,Rainy,-6.6,,7.6
11307,24-01-2023 06:05,37,Toronto,CAN,Standalone,Tea,Small Chai Latte,3.5,1,FALSE,Credit Card,mpd7z4ks,35-44,Female,FALSE,Rainy,0.2,,3.5
11308,24-01-2023 07:03,12,Chicago,USA,Airport,Pastry,Chocolate Chip Cookie,2.38,1,TRUE,Cash,g6g04jgs,35-44,Male,TRUE,Rainy,-6.6,,2.14
11309,24-01-2023 07:06,42,Vancouver,CAN,Standalone,Coffee,Large Cappuccino,4.32,2,FALSE,Credit Card,ytkw2837,18-24,Female,FALSE,Rainy,4.9,,8.64
11310,24-01-2023 07:47,36,Toronto,CAN,Airport,Coffee,Large Latte,5.29,1,FALSE,Cash,9lbb4m0a,55-64,Male,TRUE,Rainy,0.2,,5.29
11311,24-01-2023 08:01,26,Sydney,AUS,Mall Kiosk,Tea,Large Green Tea,3.41,2,FALSE,Credit Card,ztgbibf5,65+,Male,FALSE,Sunny,20.2,,6.82
11312,24-01-2023 08:15,23,Manchester,UK,Standalone,Coffee,Medium Cappuccino,3.28,2,FALSE,Credit Card,szdximyn,55-64,Female,FALSE,Snowy,1.9,,6.56
11313,24-01-2023 08:19,34,Melbourne,AUS,Mall Kiosk,Tea,Small Earl Grey,2.62,2,TRUE,Credit Card,vi052u9a,45-54,Female,TRUE,Cloudy,21.7,,4.72
11314,24-01-2023 08:29,44,Vancouver,CAN,Mall Kiosk,Tea,Small Matcha Latte,3.69,2,FALSE,Cash,qdu2eb0t,55-64,Female,FALSE,Rainy,4.9,,7.38
11315,24-01-2023 08:42,22,Manchester,UK,Standalone,Coffee,Medium Latte,3.28,1,FALSE,Mobile Wallet,0hpmnz1u,18-24,Male,TRUE,Snowy,1.9,,3.28
11316,24-01-2023 08:43,15,Chicago,USA,Standalone,Coffee,Large Mocha,4.94,1,FALSE,Cash,x7n89lta,,Female,FALSE,Rainy,-6.6,,4.94
11317,24-01-2023 08:46,28,Sydney,AUS,Mall Kiosk,Pastry,Chocolate Chip Cookie,2.13,1,FALSE,Cash,df9m13ot,18-24,,FALSE,Sunny,20.2,,2.13
11318,24-01-2023 09:15,30,Sydney,AUS,Standalone,Coffee,Double Espresso,3.19,1,FALSE,Credit Card,dfppwc1q,45-54,Prefer not to say,TRUE,Sunny,20.2,,3.19
11319,24-01-2023 09:27,41,Vancouver,CAN,Standalone,Tea,Medium Earl Grey,2.63,1,TRUE,Credit Card,juis2gy9,45-54,Female,TRUE,Rainy,4.9,,2.37
11320,24-01-2023 09:36,10,Los Angeles,USA,Mall Kiosk,Tea,Small Earl Grey,2.38,4,TRUE,Credit Card,g3jbrrd4,55-64,Male,TRUE,Rainy,18.8,,8.57
11321,24-01-2023 09:52,40,Toronto,CAN,Standalone,Smoothie,Large Berry Blast,5.8,2,FALSE,Credit Card,5tao1cjf,45-54,Female,TRUE,Rainy,0.2,,11.6
11322,24-01-2023 10:05,34,Melbourne,AUS,Mall Kiosk,Pastry,Blueberry Muffin,3.14,1,FALSE,Mobile Wallet,df9m13ot,18-24,Female,FALSE,Cloudy,21.7,,3.14
11323,24-01-2023 10:12,4,New York,USA,Mall Kiosk,Pastry,Scone,2.13,1,FALSE,Credit Card,4c8j6e07,25-34,,FALSE,Sunny,-6.1,,2.13
11324,24-01-2023 10:36,40,Toronto,CAN,Standalone,Coffee,Medium Cappuccino,3.68,1,FALSE,Credit Card,lf9yxam9,65+,Female,FALSE,Rainy,0.2,,3.68
11325,24-01-2023 10:53,40,Toronto,CAN,Standalone,Tea,Small Chai Latte,3.5,2,FALSE,Credit Card,nkbtfshb,45-54,Male,FALSE,Rainy,0.2,,7
11326,24-01-2023 10:56,28,Sydney,AUS,Mall Kiosk,Merchandise,Tote Bag,16,3,FALSE,Credit Card,bwaufxqp,55-64,Female,TRUE,Sunny,20.2,,48
11327,24-01-2023 10:58,24,Manchester,UK,Standalone,Tea,Large Green Tea,2.62,1,FALSE,Credit Card,djkluylu,45-54,Male,TRUE,Snowy,1.9,,2.62
11328,24-01-2023 11:07,10,Los Angeles,USA,Mall Kiosk,Pastry,Croissant,2.38,1,FALSE,Credit Card,urtp0lzj,25-34,Male,TRUE,Rainy,18.8,,2.38
11329,24-01-2023 11:14,44,Vancouver,CAN,Mall Kiosk,Coffee,Large Latte,4.19,1,FALSE,Credit Card,rupflfcy,45-54,Male,FALSE,Rainy,4.9,,4.19
11330,24-01-2023 11:53,14,Chicago,USA,Standalone,Sandwich,Vegan Falafel Wrap,5.7,1,FALSE,Credit Card,vdhr59c8,55-64,Male,FALSE,Rainy,-6.6,,5.7
11331,24-01-2023 11:54,9,Los Angeles,USA,Mall Kiosk,Coffee,Single Espresso,2.76,1,FALSE,Debit Card,njd5sloc,65+,,FALSE,Rainy,18.8,,2.76
11332,24-01-2023 13:07,3,New York,USA,Mall Kiosk,Smoothie,Medium Berry Blast,5.33,5,FALSE,Credit Card,0i9bl14h,35-44,Male,TRUE,Sunny,-6.1,,26.65
11333,24-01-2023 14:09,31,Melbourne,AUS,Standalone,Pastry,Chocolate Chip Cookie,2.16,1,FALSE,Credit Card,3m9iqbq9,25-34,,FALSE,Cloudy,21.7,,2.16
11334,24-01-2023 14:49,22,Manchester,UK,Standalone,Coffee,Large Cappuccino,3.77,1,FALSE,Debit Card,c5rqnsvs,,Male,FALSE,Snowy,1.9,,3.77
11335,24-01-2023 15:17,35,Melbourne,AUS,Mall Kiosk,Sandwich,Vegan Falafel Wrap,6.29,1,FALSE,Credit Card,9xuy41ib,,Male,FALSE,Cloudy,21.7,,6.29
11336,24-01-2023 15:20,31,Melbourne,AUS,Standalone,Pastry,Chocolate Chip Cookie,2.16,1,FALSE,Credit Card,8gy39bu4,35-44,Female,FALSE,Cloudy,21.7,,2.16
11337,24-01-2023 15:47,10,Los Angeles,USA,Mall Kiosk,Pastry,Scone,2.09,2,FALSE,Debit Card,n7s3hmo1,18-24,Female,FALSE,Rainy,18.8,,4.18
11338,24-01-2023 15:51,37,Toronto,CAN,Standalone,Tea,Small Matcha Latte,3.73,2,FALSE,Cash,w4c6lbpj,65+,Female,FALSE,Rainy,0.2,,7.46
11339,24-01-2023 16:16,22,Manchester,UK,Standalone,Pastry,Blueberry Muffin,2.46,1,FALSE,Credit Card,ps0rs95z,35-44,Female,FALSE,Snowy,1.9,,2.46
11340,24-01-2023 16:43,40,Toronto,CAN,Standalone,Smoothie,Large Berry Blast,5.8,3,TRUE,Credit Card,5d0p92k3,65+,Male,FALSE,Rainy,0.2,,15.66
11341,24-01-2023 17:34,40,Toronto,CAN,Standalone,Coffee,Large Americano,3.17,3,FALSE,Mobile Wallet,c856wpr9,65+,Female,FALSE,Rainy,0.2,,9.51
11342,24-01-2023 17:39,32,Melbourne,AUS,Standalone,Tea,Medium Chai Latte,4.54,1,FALSE,Debit Card,0uy9f8p4,65+,,FALSE,Cloudy,21.7,,4.54
11343,24-01-2023 17:46,25,Manchester,UK,Standalone,Smoothie,Large Berry Blast,5.17,1,FALSE,Credit Card,ja2m0w10,25-34,Male,FALSE,Snowy,1.9,,5.17
11344,24-01-2023 18:37,4,New York,USA,Mall Kiosk,Tea,Small Earl Grey,2.42,1,FALSE,Debit Card,3qlx3f2x,25-34,Male,TRUE,Sunny,-6.1,,2.42
11345,24-01-2023 18:54,19,London,UK,Standalone,Coffee,Large Americano,2.93,1,FALSE,Credit Card,0cd8a2ib,18-24,Male,FALSE,Rainy,5.5,,2.93
11346,24-01-2023 19:56,9,Los Angeles,USA,Mall Kiosk,Tea,Small Earl Grey,2.38,3,FALSE,Credit Card,ns0gnh8s,55-64,Male,FALSE,Rainy,18.8,,7.14
11347,24-01-2023 22:27,23,Manchester,UK,Standalone,Coffee,Double Espresso,2.38,1,FALSE,Cash,87sw1k9m,65+,Female,FALSE,Snowy,1.9,,2.38
11348,24-01-2023 23:15,35,Melbourne,AUS,Mall Kiosk,Coffee,Medium Mocha,4.71,2,FALSE,Credit Card,4520szor,25-34,Female,FALSE,Cloudy,21.7,,9.42
11349,25-01-2023 01:20,43,Vancouver,CAN,Standalone,Sandwich,Ham & Cheese Croissant,5.17,1,FALSE,Cash,uh17j8qo,45-54,Prefer not to say,FALSE,Rainy,5.4,,5.17
11350,25-01-2023 02:26,9,Los Angeles,USA,Mall Kiosk,Coffee,Large Cappuccino,4.37,1,FALSE,Credit Card,y08p0fod,35-44,Male,FALSE,Sunny,15,,4.37
11351,25-01-2023 03:01,41,Vancouver,CAN,Standalone,Coffee,Small Mocha,3.81,2,FALSE,Mobile Wallet,jz09owgm,25-34,Female,FALSE,Rainy,5.4,,7.62
11352,25-01-2023 04:14,34,Melbourne,AUS,Mall Kiosk,Coffee,Large Americano,3.61,1,FALSE,Credit Card,ymenvg3k,25-34,,FALSE,Rainy,18.9,,3.61
11353,25-01-2023 05:18,40,Toronto,CAN,Standalone,Coffee,Medium Latte,3.68,1,FALSE,Credit Card,qvindh4s,35-44,Male,TRUE,Sunny,-3.2,,3.68
11354,25-01-2023 05:59,42,Vancouver,CAN,Standalone,Tea,Small Chai Latte,3.57,1,FALSE,Credit Card,vzhqjy62,45-54,Male,TRUE,Rainy,5.4,,3.57
11355,25-01-2023 06:16,3,New York,USA,Mall Kiosk,Coffee,Large Latte,4.46,2,FALSE,Mobile Wallet,isutp04s,18-24,Male,FALSE,Sunny,3.7,,8.92
11356,25-01-2023 07:35,34,Melbourne,AUS,Mall Kiosk,Tea,Large Chai Latte,5.08,1,FALSE,Mobile Wallet,14nijcp5,,Male,FALSE,,,,5.08
11357,25-01-2023 07:54,18,London,UK,Mall Kiosk,Pastry,Blueberry Muffin,2.47,4,FALSE,Debit Card,xfshwzsj,35-44,Female,FALSE,Rainy,7.2,,9.88
11358,25-01-2023 08:09,36,Toronto,CAN,Airport,Smoothie,Large Berry Blast,7.25,2,TRUE,Credit Card,g8zf2l4c,45-54,Male,TRUE,Sunny,-3.2,,13.05
11359,25-01-2023 08:23,5,New York,USA,Standalone,Pastry,Scone,2.2,1,FALSE,Debit Card,g9ncbekg,35-44,Female,TRUE,Sunny,3.7,,2.2
11360,25-01-2023 08:45,30,Sydney,AUS,Standalone,Sandwich,Ham & Cheese Croissant,6.05,1,TRUE,Credit Card,nm3v2p2t,25-34,Female,TRUE,Rainy,22,,5.45
11361,25-01-2023 08:49,21,Manchester,UK,Standalone,Merchandise,Coffee Mug,9.84,2,TRUE,Credit Card,qnezw9he,45-54,Male,TRUE,Cloudy,7.5,,17.71
11362,25-01-2023 09:08,39,Toronto,CAN,Mall Kiosk,Sandwich,Ham & Cheese Croissant,4.91,1,FALSE,Credit Card,uov51zlb,35-44,Female,TRUE,Sunny,-3.2,,4.91
11363,25-01-2023 09:41,42,Vancouver,CAN,Standalone,Tea,Small Matcha Latte,3.81,2,FALSE,Debit Card,4520szor,25-34,Female,FALSE,Rainy,5.4,,7.62
11364,25-01-2023 10:28,14,Chicago,USA,Standalone,Tea,Medium Earl Grey,2.66,2,FALSE,Mobile Wallet,fhoe3mxz,25-34,Male,FALSE,Sunny,-4.4,,5.32
11365,25-01-2023 10:38,3,New York,USA,Mall Kiosk,Coffee,Large Mocha,5.04,1,FALSE,Credit Card,683ple45,18-24,Female,FALSE,Sunny,3.7,,5.04
11366,25-01-2023 11:00,43,Vancouver,CAN,Standalone,Pastry,Chocolate Chip Cookie,1.88,6,FALSE,Credit Card,zn1f0fp8,18-24,Male,TRUE,Rainy,5.4,,11.28
11367,25-01-2023 11:09,32,Melbourne,AUS,Standalone,Pastry,Croissant,2.7,1,FALSE,Debit Card,k0axycel,35-44,Female,FALSE,Rainy,18.9,,2.7
11368,25-01-2023 11:12,11,Chicago,USA,Standalone,Sandwich,Ham & Cheese Croissant,5.22,1,FALSE,Debit Card,u5x0hc8c,18-24,Male,FALSE,Sunny,-4.4,,5.22
11369,25-01-2023 11:20,13,Chicago,USA,Mall Kiosk,Coffee,Large Cappuccino,4.24,1,FALSE,Debit Card,omuwahk2,25-34,Female,FALSE,Sunny,-4.4,,4.24
11370,25-01-2023 11:28,14,Chicago,USA,Standalone,Coffee,Medium Mocha,4.27,2,FALSE,Credit Card,txw1vzc7,18-24,Female,FALSE,Sunny,-4.4,,8.54
11371,25-01-2023 11:48,27,Sydney,AUS,Standalone,Coffee,Medium Cappuccino,4.4,1,FALSE,Credit Card,prx05h3k,65+,Female,TRUE,Rainy,22,,4.4
11372,25-01-2023 11:56,7,Los Angeles,USA,Standalone,Sandwich,Chicken & Avocado Wrap,6.37,1,FALSE,Debit Card,dn1th1xj,25-34,Female,FALSE,Sunny,15,,6.37
11373,25-01-2023 12:01,45,Vancouver,CAN,Standalone,Tea,Medium Earl Grey,2.63,1,FALSE,Cash,rlexdw6l,35-44,Female,TRUE,Rainy,5.4,,2.63
11374,25-01-2023 12:17,13,Chicago,USA,Mall Kiosk,Coffee,Small Mocha,3.73,2,FALSE,Credit Card,peqydbpg,35-44,Female,FALSE,Sunny,-4.4,,7.46
11375,25-01-2023 12:35,44,Vancouver,CAN,Mall Kiosk,Pastry,Croissant,2.28,2,FALSE,Credit Card,s1k9ye9o,55-64,Male,FALSE,Rainy,5.4,,4.56
11376,25-01-2023 13:22,4,New York,USA,Mall Kiosk,Tea,Medium Green Tea,2.72,2,FALSE,Credit Card,yxyur4so,35-44,Non-binary,FALSE,Sunny,3.7,,5.44
11377,25-01-2023 13:25,30,Sydney,AUS,Standalone,Pastry,Croissant,2.75,1,FALSE,Debit Card,r2ykccpr,25-34,Female,FALSE,Rainy,22,,2.75
11378,25-01-2023 14:15,16,London,UK,Standalone,Coffee,Small Latte,3.06,3,FALSE,Mobile Wallet,cxz2ei92,55-64,Female,FALSE,Rainy,7.2,,9.18
11379,25-01-2023 14:23,14,Chicago,USA,Standalone,Tea,Medium Chai Latte,3.99,1,FALSE,Credit Card,gatj9tze,55-64,Female,FALSE,Sunny,-4.4,,3.99
11380,25-01-2023 14:58,12,Chicago,USA,Airport,Coffee,Large Cappuccino,5.46,1,FALSE,Debit Card,33zsmv30,35-44,Male,TRUE,Sunny,-4.4,,5.46
11381,25-01-2023 15:09,28,Sydney,AUS,Mall Kiosk,Sandwich,Ham & Cheese Croissant,5.87,1,FALSE,Debit Card,jpztc09z,25-34,Male,FALSE,Rainy,22,,5.87
11382,25-01-2023 15:51,8,Los Angeles,USA,Airport,Coffee,Medium Americano,3.67,1,FALSE,Debit Card,xuj3ac6p,18-24,Female,FALSE,Sunny,15,,3.67
11383,25-01-2023 16:02,2,New York,USA,Airport,Coffee,Large Mocha,6.5,2,TRUE,Cash,w8tr98w0,65+,Male,TRUE,Sunny,3.7,,11.7
11384,25-01-2023 16:08,3,New York,USA,Mall Kiosk,Coffee,Large Americano,3.35,1,FALSE,Cash,i3tamvnc,45-54,Female,FALSE,Sunny,3.7,,3.35
11385,25-01-2023 16:17,2,New York,USA,Airport,Coffee,Double Espresso,3.62,1,FALSE,Debit Card,vpf9pavc,18-24,Male,FALSE,Sunny,3.7,,3.62
11386,25-01-2023 17:06,8,Los Angeles,USA,Airport,Tea,Large Green Tea,3.92,2,FALSE,Credit Card,k2vmwwyz,45-54,Female,FALSE,Sunny,15,,7.84
11387,25-01-2023 17:32,1,New York,USA,Standalone,Coffee,Small Cappuccino,3.6,1,FALSE,Mobile Wallet,3ggodlug,25-34,Female,FALSE,Sunny,3.7,,3.6
11388,25-01-2023 18:16,16,London,UK,Standalone,Coffee,Medium Americano,2.55,2,FALSE,Credit Card,cy2c11bd,55-64,Female,TRUE,Rainy,7.2,,5.1
11389,25-01-2023 18:18,16,London,UK,Standalone,Pastry,Chocolate Chip Cookie,1.7,2,FALSE,Mobile Wallet,b7s9tj1g,25-34,Female,FALSE,Rainy,7.2,,3.4
11390,25-01-2023 19:44,24,Manchester,UK,Standalone,Coffee,Small Americano,2.21,2,FALSE,Mobile Wallet,j42rl1eh,65+,Male,FALSE,Cloudy,7.5,,4.42
11391,25-01-2023 20:36,8,Los Angeles,USA,Airport,Sandwich,Vegan Falafel Wrap,7.35,1,FALSE,Cash,xyphwhm5,55-64,Female,FALSE,Sunny,15,,7.35
11392,25-01-2023 20:56,24,Manchester,UK,Standalone,Tea,Large Chai Latte,3.98,2,FALSE,Credit Card,pl6uza28,35-44,Female,FALSE,Cloudy,7.5,,7.96
11393,25-01-2023 23:25,16,London,UK,Standalone,Sandwich,Vegan Falafel Wrap,5.1,1,FALSE,Debit Card,y72ivgly,18-24,Female,FALSE,Rainy,7.2,,5.1
11394,26-01-2023 00:02,26,Sydney,AUS,Mall Kiosk,Pastry,Croissant,2.67,2,FALSE,Cash,td7kfn8k,55-64,Male,FALSE,Rainy,24.5,Australia Day,5.34
11395,26-01-2023 00:11,7,Los Angeles,USA,Standalone,Smoothie,Medium Berry Blast,5.39,1,FALSE,Credit Card,g8sbi4q2,45-54,,FALSE,Sunny,14.4,,5.39
11396,26-01-2023 00:22,41,Vancouver,CAN,Standalone,Coffee,Medium Americano,2.82,2,FALSE,Cash,1nlc8jpr,65+,Female,TRUE,,,,5.64
11397,26-01-2023 00:31,37,Toronto,CAN,Standalone,Coffee,Large Americano,3.17,2,FALSE,Cash,27yh6uam,45-54,Male,FALSE,Sunny,-2.3,,6.34
11398,26-01-2023 01:01,29,Sydney,AUS,Mall Kiosk,Coffee,Medium Cappuccino,4.27,1,FALSE,Cash,nukondhk,18-24,Male,FALSE,Rainy,24.5,Australia Day,4.27
11399,26-01-2023 01:27,39,Toronto,CAN,Mall Kiosk,Tea,Large Green Tea,2.86,1,FALSE,Mobile Wallet,6i3ce8zn,18-24,Non-binary,FALSE,Sunny,-2.3,,2.86
11400,26-01-2023 04:29,37,Toronto,CAN,Standalone,Coffee,Large Americano,3.17,1,FALSE,Mobile Wallet,nusg9l9q,55-64,Male,FALSE,,,,3.17
11401,26-01-2023 04:47,7,Los Angeles,USA,Standalone,Sandwich,Vegan Falafel Wrap,5.88,1,FALSE,Debit Card,x7n89lta,25-34,Female,FALSE,Sunny,14.4,,5.88
11402,26-01-2023 05:00,10,Los Angeles,USA,Mall Kiosk,Tea,Medium Matcha Latte,4.28,2,FALSE,Cash,vwhholi5,55-64,Female,FALSE,Sunny,14.4,,8.56
11403,26-01-2023 05:19,7,Los Angeles,USA,Standalone,Coffee,Medium Cappuccino,3.92,1,FALSE,Credit Card,s1yq6t0o,35-44,Male,FALSE,Sunny,14.4,,3.92
11404,26-01-2023 06:02,42,Vancouver,CAN,Standalone,Coffee,Large Americano,3.24,1,FALSE,Cash,0n114py4,25-34,Male,TRUE,Rainy,8.6,,3.24
11405,26-01-2023 06:03,28,Sydney,AUS,Mall Kiosk,Sandwich,Vegan Falafel Wrap,6.4,1,TRUE,Credit Card,dtjvzhwj,,Female,FALSE,Rainy,24.5,Australia Day,5.44
11406,26-01-2023 06:29,14,Chicago,USA,Standalone,Pastry,Scone,2.09,1,FALSE,Credit Card,vnxiv9iw,55-64,Male,FALSE,Rainy,-3.9,,2.09
11407,26-01-2023 06:46,19,London,UK,Standalone,Sandwich,Vegan Falafel Wrap,5.1,1,FALSE,Mobile Wallet,gps0132a,25-34,Female,FALSE,Rainy,4.1,,5.1
11408,26-01-2023 07:01,38,Toronto,CAN,Standalone,Tea,Large Matcha Latte,4.78,3,FALSE,Credit Card,4lur02ty,18-24,Female,FALSE,Sunny,-2.3,,14.34
11409,26-01-2023 07:07,4,New York,USA,Mall Kiosk,Merchandise,Tote Bag,14.55,5,FALSE,Mobile Wallet,ga9ta76n,18-24,Male,FALSE,Sunny,1.8,,72.75
11410,26-01-2023 07:19,35,Melbourne,AUS,Mall Kiosk,Tea,Medium Matcha Latte,4.71,4,TRUE,Cash,vpcayp9y,35-44,Male,TRUE,Sunny,20.5,Australia Day,16.96
11411,26-01-2023 07:22,30,Sydney,AUS,Standalone,Tea,Small Earl Grey,2.75,2,TRUE,Mobile Wallet,lnd581lt,25-34,Female,FALSE,Rainy,24.5,Australia Day,4.67
11412,26-01-2023 07:22,45,Vancouver,CAN,Standalone,Pastry,Scone,2.07,1,FALSE,Credit Card,bfiy5pu5,45-54,Male,FALSE,Rainy,8.6,,2.07
11413,26-01-2023 07:40,39,Toronto,CAN,Mall Kiosk,Coffee,Small Latte,3.21,2,FALSE,Cash,t63j3r30,25-34,Male,FALSE,Sunny,-2.3,,6.42
11414,26-01-2023 07:41,43,Vancouver,CAN,Standalone,Sandwich,Chicken & Avocado Wrap,6.11,1,FALSE,Credit Card,4es3aofc,65+,Male,TRUE,Rainy,8.6,,6.11
11415,26-01-2023 07:45,24,Manchester,UK,Standalone,Coffee,Large Cappuccino,3.77,2,FALSE,Credit Card,kx6mj53y,45-54,Male,FALSE,Cloudy,0.8,,7.54
11416,26-01-2023 07:52,4,New York,USA,Mall Kiosk,Pastry,Croissant,2.42,2,FALSE,Mobile Wallet,dr08cw2l,18-24,Male,FALSE,Sunny,1.8,,4.84
11417,26-01-2023 08:04,39,Toronto,CAN,Mall Kiosk,Sandwich,Chicken & Avocado Wrap,5.8,1,FALSE,Cash,gymdm0l2,25-34,Male,FALSE,Sunny,-2.3,,5.8
11418,26-01-2023 08:08,16,London,UK,Standalone,Tea,Medium Earl Grey,2.38,3,FALSE,Cash,mpq0hzyj,18-24,Female,FALSE,Rainy,4.1,,7.14
11419,26-01-2023 08:11,6,Los Angeles,USA,Standalone,Tea,Small Green Tea,2.45,4,FALSE,Credit Card,uaz71uf0,65+,Female,FALSE,Sunny,14.4,,9.8
11420,26-01-2023 08:15,5,New York,USA,Standalone,Coffee,Medium Latte,4,1,TRUE,Credit Card,6kdd49ik,55-64,Female,TRUE,Sunny,1.8,,3.6
11421,26-01-2023 08:35,4,New York,USA,Mall Kiosk,Smoothie,Large Berry Blast,6.11,5,FALSE,Cash,bmc97c7b,35-44,Female,FALSE,Sunny,1.8,,30.55
11422,26-01-2023 08:42,42,Vancouver,CAN,Standalone,Sandwich,Chicken & Avocado Wrap,6.11,1,FALSE,Debit Card,nsn2s8nn,55-64,Female,FALSE,Rainy,8.6,,6.11
11423,26-01-2023 08:57,1,New York,USA,Standalone,Coffee,Medium Mocha,4.5,4,TRUE,Credit Card,q8zgvwwu,35-44,Female,TRUE,Sunny,1.8,,16.2
11424,26-01-2023 09:06,24,Manchester,UK,Standalone,Pastry,Blueberry Muffin,2.46,1,TRUE,Credit Card,kr1ifsi1,55-64,Prefer not to say,TRUE,,,,2.21
11425,26-01-2023 09:16,23,Manchester,UK,Standalone,Tea,Small Matcha Latte,3.32,1,FALSE,Credit Card,ot8hljef,45-54,Female,FALSE,Cloudy,0.8,,3.32
11426,26-01-2023 09:22,29,Sydney,AUS,Mall Kiosk,Coffee,Large Latte,4.91,1,FALSE,Mobile Wallet,7icdo5di,25-34,Female,FALSE,Rainy,24.5,Australia Day,4.91
11427,26-01-2023 09:35,3,New York,USA,Mall Kiosk,Coffee,Small Latte,3.49,3,FALSE,Credit Card,n8z4c0x2,25-34,Female,FALSE,Sunny,1.8,,10.47
11428,26-01-2023 09:43,43,Vancouver,CAN,Standalone,Coffee,Small Mocha,3.81,1,FALSE,Credit Card,kpl3cho3,45-54,Male,FALSE,Rainy,8.6,,3.81
11429,26-01-2023 09:48,34,Melbourne,AUS,Mall Kiosk,Pastry,Chocolate Chip Cookie,2.1,2,TRUE,Credit Card,y525fnsc,35-44,Male,TRUE,Sunny,20.5,Australia Day,3.78
11430,26-01-2023 09:52,24,Manchester,UK,Standalone,Sandwich,Chicken & Avocado Wrap,5.33,2,FALSE,Cash,f1hx6zdc,35-44,Male,FALSE,Cloudy,0.8,,10.66
11431,26-01-2023 10:18,13,Chicago,USA,Mall Kiosk,Coffee,Small Americano,2.49,1,FALSE,Cash,2xcb3yym,55-64,Female,FALSE,Rainy,-3.9,,2.49
11432,26-01-2023 10:19,7,Los Angeles,USA,Standalone,Pastry,Scone,2.16,1,FALSE,Cash,6i3ce8zn,18-24,,FALSE,Sunny,14.4,,2.16
11433,26-01-2023 10:23,8,Los Angeles,USA,Airport,Pastry,Blueberry Muffin,3.67,1,FALSE,Credit Card,oa2vcywl,65+,Female,FALSE,Sunny,14.4,,3.67
11434,26-01-2023 10:29,22,Manchester,UK,Standalone,Tea,Medium Matcha Latte,3.69,1,FALSE,Cash,ayxar6yo,55-64,Female,FALSE,Cloudy,0.8,,3.69
11435,26-01-2023 10:54,5,New York,USA,Standalone,Coffee,Single Espresso,2.9,9,FALSE,Debit Card,97pwdbol,45-54,Male,TRUE,Sunny,1.8,,26.1
11436,26-01-2023 10:54,17,London,UK,Standalone,Merchandise,Coffee Mug,10.2,4,FALSE,Mobile Wallet,p35t54gy,25-34,,FALSE,Rainy,4.1,,40.8
11437,26-01-2023 11:11,6,Los Angeles,USA,Standalone,Merchandise,Coffee Mug,11.76,1,FALSE,Cash,qg4qlv72,55-64,Male,TRUE,Sunny,14.4,,11.76
11438,26-01-2023 11:13,15,Chicago,USA,Standalone,Coffee,Medium Cappuccino,3.8,3,FALSE,Credit Card,gwfhdv37,25-34,Male,FALSE,Rainy,-3.9,,11.4
11439,26-01-2023 11:22,9,Los Angeles,USA,Mall Kiosk,Tea,Medium Green Tea,2.66,1,FALSE,Cash,tmofmmwi,65+,Female,FALSE,Sunny,14.4,,2.66
11440,26-01-2023 11:50,37,Toronto,CAN,Standalone,Tea,Medium Earl Grey,2.58,6,FALSE,Cash,ggo9dvws,55-64,Male,TRUE,Sunny,-2.3,,15.48
11441,26-01-2023 11:51,40,Toronto,CAN,Standalone,Pastry,Blueberry Muffin,2.76,1,FALSE,Credit Card,p35t54gy,25-34,Male,FALSE,Sunny,-2.3,,2.76
11442,26-01-2023 11:57,43,Vancouver,CAN,Standalone,Pastry,Croissant,2.35,1,FALSE,Credit Card,433e1i1p,45-54,Male,FALSE,Rainy,8.6,,2.35
11443,26-01-2023 11:58,41,Vancouver,CAN,Standalone,Coffee,Small Cappuccino,3.38,1,FALSE,Debit Card,pl6uza28,35-44,Female,FALSE,Rainy,8.6,,3.38
11444,26-01-2023 12:12,5,New York,USA,Standalone,Coffee,Single Espresso,2.9,1,FALSE,Credit Card,hmgoloqc,,Female,FALSE,Sunny,1.8,,2.9
11445,26-01-2023 12:19,32,Melbourne,AUS,Standalone,Sandwich,Ham & Cheese Croissant,5.94,1,FALSE,Credit Card,14nijcp5,55-64,Male,FALSE,Sunny,20.5,Australia Day,5.94
11446,26-01-2023 12:21,26,Sydney,AUS,Mall Kiosk,Coffee,Medium Mocha,4.8,3,FALSE,Cash,q356j0je,55-64,Male,TRUE,Rainy,24.5,Australia Day,14.4
11447,26-01-2023 12:26,9,Los Angeles,USA,Mall Kiosk,Tea,Small Green Tea,2.38,2,FALSE,Cash,glg08yvu,65+,Prefer not to say,FALSE,Sunny,14.4,,4.76
11448,26-01-2023 12:59,7,Los Angeles,USA,Standalone,Tea,Small Green Tea,2.45,1,FALSE,Debit Card,7dznaxs8,65+,Female,TRUE,Sunny,14.4,,2.45
11449,26-01-2023 13:09,41,Vancouver,CAN,Standalone,Coffee,Medium Cappuccino,3.76,1,FALSE,Cash,vf02gvll,35-44,Male,TRUE,Rainy,8.6,,3.76
